,Label,ID,Texte
347,N,998330302127886336,"@rakidd Et pourtant je l'ai entendu, malheureusement... Je pense qu'il est vital de rester raisonnable et de ne pas faire la course à la victimisation car cela créé une hiérarchie. J'ai l'impression que ton com laisse entendre que les gens sont indifférents au racisme anti arabe."
348,,997904088774955008,Ls babtou ils connaitront jamais la sensation d’ouvrir le frigo et de voir une bouteille d’eau a coter du beurre derrière les restes du tieb dla veille coller au mitique pot de tomate concentré et du dernier yaourt que toute la fraterie se dispute😂🤦🏽‍♂️ #LaHessNousAMalmenée
349,H,997832350032695296,"@JeanDutarin La France tot le monde la fui, y compris les français. Il n'y a rien à gagner en Frane, sauf la misere, le racisme et les reflexion comme la votre. je suis ingenieur  à Los Angeles et je vous laisse la Francce misere"
350,N,998519807271153664,"#Premium #France 4.1 Stars, 111 Reviews: Samsung Galaxy  Smartphone Débloqué Import Allemagne Ecran Pouces for EUR 407,38. Best Sale Ranking on Amazon! [https://t.co/GSxOEwT7RA] https://t.co/fH4Ww1EPTv"
351,H,998531331482058757,@SorosGeorges @florian54650 @temfackeric @Mekki7733333 @Lust4WIFI @YannisLBJMA Ferme ta gueule fdp de raciste t’a que ça a foutre de tes journées ou quoi
352,N,998477860678533120,""" Je n'ai pas peur de le dire, mon fils, qui est un petit blondinet, a été victime de #racisme "". Harcelė, frappé, il poursuivra sa scolarité à domicile. Réponse de l'inspection académique : "" les torts sont partagés""
Définitivement 🤮
Cc @jmblanquer https://t.co/Oy5h89m1rY"
353,N,998040675479359489,@salmaninay Ah sa j'avoue peut être il a insinué ''concept humain'' comme robot a sa manière bref... en tout cas Enthiran c un film de Robo pour tout les babtou
354,N,997915684582633473,@whenuwant62 @tuesraciste Mais c'est même pas raciste ce que j'ai dis tu racontes quoi évite de me mentionné avec tes propos soit disant racisme anti-blanc me gonfle pas
355,N,998285581238104064,"Lulic a 32 ans le match qu'il sort, dans une affiche qui demande de l'intensité, et une d'éboche d'énergie, c'est fou...

Ça serait tellement mérité qu'il voit la LDC lui qui est là depuis et Radu depuis 2008...

#LazioInter"
356,N,998199118987169792,"@marsupilami3313 @eva_ecs019 @fdds88785993 Vous pensez que c'est une question de racisme. Si tel était le cas, ce serait très grave et incurable. Et ne pourra finir que dans un bain de sang."
357,N,998024694342324225,"Dans le cadre de ses recherches-actions, l'Université Concordia va-t-elle encore lui offrir un ''minimum d'encadrement''. https://t.co/qGxBm8Xim7"
358,N,998183143973818368,"Je suis avec ma nièce... Elle vient de tomber. Comment vais-je lui expliquer, elle d'origine laotienne, que le racisme d'État imposé par les Schtroumpfs lui empêché d'avoir des pansements jaunes ? #vouslavez https://t.co/mS5abw22b9"
359,N,997836099740471298,"En fait, lorsque tu fais le tour des tweets, les seuls qui font du racisme comme quoi  ""La Reine""  va faire un avc ou autre car il y a des noirs et donc montrent leur racisme sont des noirs....je pensait que le racisme anti-blanc, n'existait pas"
360,H,9,Les racailles quand ils brûlent pas des voitures ils s'eclatent sur twitter avec #ungaymort … Vous pensez acheter un cerveau un jour ?
361,N,997806456153034752,"@LaurentDuverge2 @AissLom @Parisien75010 @ItsHopeLowie @RokhayaDiallo vous voulez que je vous cite des passages entiers de la bible, torah, mahabrahata ? .... la preuve que vous prenez le problème par le mauvais bout et de mauvaise foi , de toute façon , votre précédent tweet raciste a gerber m'a amplement instruit sur vous"
362,N,997885757800042503,@aid37627832 @MalikMiktar https://t.co/gwHUQSxSmb alors Mr je suis aveugle quand c’est un arabe qui vois du racisme partout ! On dit quoi maintenant ??? En même temps le gars a Benzema en photo de profile comment être logique ?
363,N,997884645382545408,@LFPfr @ACAjaccio @HAC_Foot Le faite de ne pas sanction montre bien que la ligue valide le racisme et la violence dans les stades et au abord là honte
364,N,997961006864326656,"@Ishbilia_ @s_assbague @bygmillion Évites de dire bougnoule déjà de une. Et peut être qu’ils passaient juste par là, quoi qu’il arrive personne ne mérite de se faire tirer dessus parce qu’il passe à côté d’un champ ça va 2mn"
365,N,998127271402762240,"Ne lui en voulons pas. Comme il est ""un peu"" français, il pensait que le sang impur de cette famille allait abreuver ses sillons. https://t.co/t5Xzt20CUz"
366,,997854916239613957,"@ElsaSchalck @regiongrandest @JeanROTTNER @cchevalier51 @DebordValerie @MajoriteGE ATTENTION RAMADAM après le 15 mai ! = leur ""Dieu"" ou EI  leur ordonne de TUER ENCORE PLUS DE MECREANTS DURANT CETTE PERIODE !! DEHORS LES FICHES S SINON FN EN 2022 !! REAGISSEZ Bordel !!..EN SYRIE les FICHES S sinon FN au pouvoir !!??!!!...AYEZ DE L'AUTORITE avec cette RACAILLE !"
367,N,998262863805460480,"RDC: Dossier de la semaine prochaine : Comment la cour constitutionnelle, les officiers subalternes et les soldats ""sans grade"" peuvent sauver la république de la racaille de la kabilie. Demain...""Joseph Kabila, comment contourner la Ceni?"". https://t.co/Royj7cqYtd"
368,N,998500059909156864,"@Chris_Paris20 @coco1er @Francois31100 @MarylinMaeso Absolument pas, c'est juste un constat, j'ai vu des mecs s'estimer victime de racisme anti-blanc pour avoir été traité de ""fromage blanc"" (véridique et avez l'indignation et tout avec) et partager les discours des FN les moins fins sur les arabes juifs etc"
369,N,998511958629453824,"#Premium #France 386 Reviews: Apple Iphone Gris Sidéral  128go Smartphone Débloqué Certifié. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/vdiKi0ip8T] https://t.co/uZEzfzjUCa"
370,N,998489459640414209,@Er_Richal Le #sbire du séparatisme #Sanchis #charnego_valenciano #dangereux #xénophobe et #raciste son parcours est assez édifiant... à la tête de #tv3cat https://t.co/DxLewfjILu
371,N,997821254106255360,"@ValeryGuillon @JLMelenchon peut-on nier l'évidence ? évidemment oui, c'est une forme comme une autre de propagande : promouvoir la haine, simplifier à l'extrême et faire le bravache pour dissimuler ses détestations et ses peurs. Raciste n'est pas facho, mais ça ne vaut sans doute guère mieux !"
372,N,997859294744805377,"Les #gauchistes sont les pires #racistes
regardez les #socialistes qu'ils soient #Fascistes italiens, #Nazis allemands ou #Collaborateurs Français (#Mitterrand, #Laval, #Bousquet...)
CQFD en #France la #Gauche est une #race fondée sur le #racisme . https://t.co/DwCFxd17zJ"
373,N,998546014423404544,"#Premium #France 386 Reviews: Apple Iphone  Smartphone Débloqué Ecran Pouces Gris Sidéral for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/MF2OEWV4sS] https://t.co/JDIxe5ziet"
374,N,998176018979532800,"#Premium #France 4.2 Stars, 695 Reviews: Samsung  Galaxy Smartphone Débloqué Ecran Pouces Simple Android. Details: 3 Go Autonomie en usage internet (3G) (heures): Jusqu'à 11 A.. Best Sale Ranking on Amazon! [https://t.co/uKD67BJXLk] https://t.co/YWuVbjw014"
375,N,997863003272990722,"#Racisme Hallucinant, les clients portant des noms arabes ou un voile islamique interdits dans le célèbre restaurant parisien ""L'Avenue"". 
Les témoignages et les preuves sont accablants. 
https://t.co/elr6B2wCyN"
376,N,998350149213704192,"Mmes et MM. de l'Avenue (resto raciste) : cette chanson dit en gros : J'en ai assez de l'exil (Ghorba) [comprenez : voir vos tronches de fachos], l'Algérie est meilleure pour moi ! Ne vous étonnez pas de voir certains se tourner vers d'autres horizons. https://t.co/fDHSWumJY3"
377,H,998277915782598656,c’est chaud ton mec a pas honte de toi rien du tout tu peux pas envoyer des nudes à tout les mecs tu va finir par te faire crac... — c’est bien on est contente sale fdp de t morts https://t.co/6BVMu8t2mz
378,N,998448215614779392,"@OlivierRimmel ""Problematique negrophobe"" vous dites absolument n’importe quoi , ce sont apparemment des jeunes de cités qui l'ont battu à mort pour une histoire de citystade , rien à voir avec du racisme, dommage pour vous ça a l'air d’être votre fond de commerce"
379,N,998451989590806530,"@messelmoune @MaNoLo_Carasau @askolovitchC L'islam n'est pas une race, il faudra vous le répéter combien de fois ?
Critiquer une religion n'est pas du racisme ! https://t.co/f9xJC7uf4T"
380,N,998168935190188032,Liberté égalité fraternité si tu n'es pas musulmans! Sinon c'est déséquilibré perturbé un peu raciste contre terroriste islamique méchant musulmans !!! Ce que vous faites est clairement un appel au meurtre des musulmans et vous le savez éperdument !!!
381,N,998549210801889280,#Premium #France 243 Reviews: Samsung Galaxy  Edge Smartphone Débloqué Ecran Pouces Simple Noir. Details: 0 Lollipop Capacité : 32 Go Ecran : 5. 1 pouces Réseau - Inf.. Best Sale Ranking on Amazon! [https://t.co/HwO9AArUGP] https://t.co/heB8VnpZpQ
382,H,998243961306255360,"Noah Lunsi sale clochard, je suis sure que la nana ne savait même pas qu’il filmait, son penis fin on dirait un justin bridou. Je le déteste."
383,H,997832598134116352,"@Pipinu20 @Serenuccia2b @SergeAstolfi Oui ça me dérange qu’on puisse dire « sale corse », mais toi et tes potes dans le sens inverse ça à pas l’air de vous déranger apparemment"
384,N,998561494710325250,"J'ai la larme à l'œil.. ils grandissent si vite... Déjà marié, alors que j'ai l'impression que c'était seulement hier qu'il se déguisait en nazi"
385,H,998289291397816320,@PaulokHF @laupocute Tu veux pas fermer ta geule espece de gros fils de pute juste a voir ta tete jai envie de vomir #triso toujours avec ta casquette tu fais 600 kilos espece de cachalot en surpoids sale aobinos consanguin
386,N,998214158205247494,"Attendons l'enquête, c'est peut-être un règlement de compte dans la même communauté... comme je l'expliquais en début de journée, Pau c'est dégradé il y a peu... avant, il y a 10, la ville était propre calme, paisible!!! et bien, voilà, c'est fini!!! merci les excellents Pols!! https://t.co/ipeKFMAqDb"
387,N,998259366804512768,@BFMTV  L'activité prioritaire de Laura Faisselle : Lutter contre l'homophobie et le racisme dans le sport ...si son activité se limite à ça ☹️
388,N,998232215409524736,"@JeanCharlesAtan @2027France @anne_sinclair Bourdieu, Foucault. L'insulte n'a rien à voir avec la démocratie. Si vous me trouvez raciste, je sens derrière votre pseudo franchouillard le musulman intolérant et en grattant un peu, l'antisémite. Fin de partie, bonne soirée."
389,N,997800199572676608,"Oh mon dieu le pasteur américain il en fait des caisses dans l'actio, mais son prêche sur l'amour, et sa mention des negro spirituals là: toi je t'aime bien."
390,N,998511547252125696,@pierrelescure le festival de cannes qui s'et transformé progressivement en show ou le vulgarité et la racaille sont désormais chez eux https://t.co/5xupily7KE
391,N,998172569479122945,"#Premium #France 386 Reviews: Apple Iphone Smartphone  Débloqué Ecran Pouces Rose for EUR 202,20. Best Sale Ranking on Amazon! [https://t.co/yocn8CxvYr] https://t.co/1JEpb560KB"
392,N,998137819712376832,"Je suis fou pour avoir choisi ce sale Ben pour aller dans la cave maudite avec Weaslaid.
Mais bon, il est pas mal en sortilèges, donc...
#HogwartsMystery"
393,H,998508101497249792,Sale fils de pute martinez... prendre des joueurs qui joue contre chiang chang zen et tu laisses nainggolan qui est un leader dans une equipe qui est demi finaliste en ldc
394,N,998431963185926144,"@SebFath Tout à fait! Avec la présence des artistes de #The #KingdomChoir, du jeune violoncelliste #ShekuKannehMason, mais surtout d'un #BishopCuRRY, dont on connait la volonté de lutter au quotidien contre le #racisme et l'#homophobie"
395,,998126326811971584,"@JFootix @LeKouss Mais bien sur je suis raciste 😂😂 c'est pas mon pays qui vient dans le tiens pillier et massacrer la population, donc garde ton racisme pour toi"
396,N,997828635108233217,"#Premium #France 386 Reviews: Apple Iphone Gris  Sidéral 128go Smartphone Débloqué Certifié. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/EMLnlr6mry] https://t.co/LPtcHqQuyo"
397,N,997828839521832960,"#Premium #France 386 Reviews: Apple  Iphone Smartphone Débloqué Ecran Pouces for EUR 205,95. Best Sale Ranking on Amazon! [https://t.co/or8wvI8Lig] https://t.co/csuIuJO4mc"
398,,997851244671750149,"ATTENTION RAMADAM après le 15 mai ! = leur ""Dieu"" ou EI  leur ordonne de TUER ENCORE PLUS DE MECREANTS DURANT CETTE PERIODE !! DEHORS LES FICHES S SINON FN EN 2022 !! REAGISSEZ Bordel !!..EN SYRIE les FICHES S sinon FN au pouvoir !!??!!!...AYEZ DE L'AUTORITE avec cette RACAILLE!"
399,N,997987155099226112,ouaaaah je suis tellement habitué à lire de la merde sur nous ici que je m’attendais à un truc du genre « ils m’ont servi une bière pour couper le jeûne » 😭😭😭😭😭 https://t.co/w7ZA4wGA9S
400,H,998236655185166338,"Ptdrrr donc cette grosse pute ose comparé MONSIEUR GIANLUIGI BUFFON aux 1d ?!!!?!??! 
Inshallah tu meurt dans d'atroces souffrance sale merde avec ta grosse race là https://t.co/VLeAYZ9bJi"
401,N,998122602278342656,#Premium #France 118 Reviews: Apple Ipad 24 63 Avec Wifi  Puce Bicoeur Apple Noir for EUR 289. Best Sale Ranking on Amazon! [https://t.co/du2olbPNnn] https://t.co/A3BXiTnHl9
402,H,998247037257777152,@caconspire Neisnskdej j’ai dit que j’étais d’accord sur les raisons officieuses bordel lis moi sale manouche. Mdr t’es en train de dire que les français sont pro Algérie Française 😭😭 tu délires
403,N,998288657013407745,"⚫🇫🇷🔴
@VidalFrederique ministre de l'#EnseignementSup, de la #Recherche et de l'#Innovation ....
Combien en avez-vous des @gambaudo, vos amis socialement déracinés pour exécuter la sale besogne !!! 
@EmmanuelMacron @gouvernementFR 
@Univ_Nice @ptf06 
 https://t.co/5C6Vn4J4Hr"
404,,997907731498590209,Vous trouvez pas que ÇA SUFFIT de rire du peuple de France ainsi ? Mais sortez les guillotines et nettoyez vos institutions de cette maudite calvaire de sale merde de collabos-nazislamistes. Il est temps de vous réveiller avant de baigner dans le sang de vos enfants. AGISSEZ !!! https://t.co/uQf1PoUCgs
405,N,998266680022323200,"@MehdiElUltimo10 Tu as bien raison tellement marre de cette mentalité, et apres c’est les memes qui pleurent pour du racisme.. il faut vraiment combattre TOUTES formes de communautarisme et pas que dans le football"
406,N,998100841956560896,"@04c1d614db84401 @joellegianni Dire ""Nous ne sommes pas plus racistes que d'autres et rappeler des éléments factuels qui illustrent comment plus que d'autres parfois nous nous sommes élevés contre le racisme ne participe en rien à de la mythification. Quant à la paille dans l’œil t'inquiète pas on la dénonce.."
407,H,997919697260728321,"@Maalynx Ce qui dérange pauvre dégénéré, c'est d'entendre toute la journée des minables comme toi qui ont fait référence non stop à la couleur de la peau de cette fille et qui projette leur propre racisme sur les autres."
408,H,997949316672212992,"toi jvais pas te lâcher espèce d’immense merde, quand t’étais au camp nou espèce de sale merde et que tu pleurais sale trisomique de gros homosexuel de mes couilles tu faisait moins le malin non? espèce de sous merde de gros fils de pute https://t.co/c42Wt1W2en"
409,H,998274523907657728,"PTDR t’es juste tombé sur une famille de trou du cul comme il y en a dans chaque pays mais une grosse partie de la population tunisienne est noir, ils sont plus tunisien que moi donc ne cris pas des généralités stp https://t.co/Np36QFstjz"
410,N,998315606947565568,"@riouyoann Un caillassage d'un bus(joueurs à l'intérieur),insulte raciste,but injustement refusé au Havre,2rouges incompréhensibles,un entraîneur corse expulsé qui est pourtant sur le terrain pendant les prolongations, un envahissement de terrain (pendant le match).Merci @LFPfr #ACAHAC"
411,,998338774458355713,@JxSantini @KakkEto @MMAchille @laurentlokoli Laisse tomber @JxSantini tu as à un peuple de bobo soit disant humaniste qui se cague dessus se fait égorger dans la rue et organise des marchés blanche ...il detienne la vérité et donne des leçon à la terre entière et se font caguer dessus par la racaille .
412,,997854409563496449,"@valerieboyer13 ATTENTION RAMADAM après le 15 mai ! = leur ""Dieu"" ou EI  leur ordonne de TUER ENCORE PLUS DE MECREANTS DURANT CETTE PERIODE !! DEHORS LES FICHES S SINON FN EN 2022 !! REAGISSEZ Bordel !!..EN SYRIE les FICHES S sinon FN au pouvoir !!??!!!...AYEZ DE L'AUTORITE avec cette RACAILLE !"
413,N,998303986875813889,"@Maitre_Eolas OOoooh, le tweet à deux balles. Vivement que vous ayez à défendre un néo nazi qui à toujours je bras droit en l'air. Car d'autres ont aussi décidé que ce n'était pas réglementaire. Au bout d'un moment, il faut peut être se regarder dans la glace en relisant ses tweet non ?"
414,N,997919488728272898,"&amp;#8211; Le chapitre de la Californie NAACP est la première mise sur upping des manifestations de l'hymne national en appelant à la chanson à remplacer comme l'hymne national du pays parce qu'il est « raciste ».
« Cette chanson est mauvaise, » prés ..."
415,,998473965956935680,@Frimousse5463 bonjour chère Evelyne je le souhaite de tout coeur on en peut plus de cette France sous la racaille bisous bonne journée 😍😍😍💋💋
416,N,998179955094761472,"@ATHENA_YS @RatelTv1 Mahomet était raciste et avait des esclaves noirs même à sa mort.
Si vous faites allusion à Bilal, il était simple horloge humaine chargé de réveiller ses maîtres arabes qui dormaient profondément à l'heure de la prière."
417,N,997799454257369090,"Avez-vous dénoncé le #racisme de @twitter @franckie_abanda ?
Après tout vous n'avez pas 9000 abonnés et @geniebouchard en a 1,7 million!
😭😭😭😭😭"
418,N,998568588087881728,"@guillaum_meyer @2027France @jo_delb Souvent on lit des articles sur ""cet oncle raciste qu'on doit se farcir au repas de famille"" Ben voilà c'est lui."
419,N,997896596921741318,"@PRINCEFR_ wesh le sang déjà force à toi pour tes stream est tes vidéos ! 
J'espère tu vas faire du sale au deux mec sui t'on pris en traite affaire à suivre"
420,N,998504089129553921,"@ada_marra @jet_dencre Parce que? Prenons votre histoire: racisme il y eu avec une étable comme dortoir, racisme il y a avec des meilleures conditions aujourd'hui (=moins de précarité). Qu'est-ce qui motive votre argument?"
421,N,998183176043487234,Elle et son époux sont d'abords raciste.. espérons que harry soit vraiment vraiment amoureux et qu'elle aime assez son petit fils https://t.co/R1EYX01VkH
422,H,998482197920342016,"L 214 publie une vidéo choc sur un élevage de poules breton, les réactions en Bretagne - France 3 Bretagne https://t.co/TpjiVsjRZm
Sale encule de merde du système 😎"
423,N,998341807917420544,@jjaeghasae @maileechrr Eheheh « pareil » ?! Eh d’où 25 ans là ? Retourne dans ta chambre et pleure sale gosse à la place de traîner des gens cougars là jfkdkzjbzhz https://t.co/y1Vs66zpxN
424,N,998206023457525761,"@joe_le_zef @Dame_Fanny Tu noteras d'ailleurs qu'on ne dit pas ""individu de race x ou y"" mais bien, individu racisé-e, à savoir une personne subissant le racisme."
425,N,998564408400982016,"#Premium #France 386 Reviews: Apple  Iphone 32go Smartphone Débloqué Reconditionné Certifié. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/eOTf7JOeOi] https://t.co/hgGx3IWxcf"
426,N,998500432552103936,"@lugdulu67 @ldd64 @lesterriens @BelattarYassine @EmmanuelMacron Pas un grand malade. Un complice. La sémantique est très importante. Elle conduit petit a petit le peuple a accepter l'inacceptable. Comme de traiter de racistes ceux qui osent critiquer l'islam. Ce mot transforme une opinion en délit.
Car le racisme est un délit."
427,N,998205545852145666,"Je me suis toujours basé sur des arguments et la pouf on m'apprend que je suis raciste, islamophobe et que j'exprime un mépris de classe. En plus de tomber face à des gens qui font des généralités de tout les partis. La politique parfois ça me dégoute tellement vous êtes des"
428,N,998307474770980865,@Sht_dono Surtout que Le Havre a été harcelé et agressé depuis au moins vendredi. Insultes racistes et anti Françaises aussi mais le fait de chambrer un public en partie raciste c’est condamnable.
429,N,998111670449958912,"#Premium #France 386 Reviews: Apple  Iphone Smartphone Débloqué Ecran Pouces Gris Sidéral for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/2cGrZrRq2V] https://t.co/vJgetIDzt6"
430,N,997941566793711616,"#SLT @lesterriens 
 @T_Ardisson pas rancunier de recevoir @BelattarYassine , ce dernier l’ayant traité de nazi par le passé … https://t.co/oOTbaA9NAw"
431,N,998312122428940294,"Faire (1), UN truc spontané dans sa vie, et se retrouver avec une sale engine parce que c'est le seul truc qui ressort d'une baignade de minuit à la plage en sous vêtements : c'est quoi ce Karma de mort encore???????????"
432,N,998530934046642176,@JF_Sebastien @d_schneidermann Espèce d'inculte de la laïcité. La question ne doit se poser à personne. Les engagements civils ne sont pas laïques. Et que vient faire le mariage pour tous avec la laïcité si ce n'est le biais raciste et islamophobe. Et tu remarqueras qu'on la pose qu'aux mêmes
433,N,998175617685295105,"@AntoninLaMontre @lmpt69 @erwannbinet Ah d'accord, il faut donc aller chercher une manif à Munich pour trouver un néonazi sans soutien de personne. En France, pas une voiture brûlée, pas une vitrine cassée. Et donc c'est le néonazi de Munich qui a justifié la répression violente de Valls et Binet à Paris?"
434,,998240520534192128,"@EMIR_GLADIO @micheltrump1 C clair . Restes ou retournes dans ton pays de menteurs et d assassins , sans les américains israel n est rien . RIEN . toute cette extrême droite israelienne me fait gerber . Vive la Palestine . Et puis vous êtes débarrassé de la racaille ? Quand vos soldats se prennent une 1/2"
435,H,998489308477698048,"@djidhem @F_Desouche Nous on éduque nos enfants, on ne les met pas dans la rue pour qu’ils deviennent de la racaille tout en profitant des alocs"
436,N,997873894672527362,"@oreugafr Bah y a rien à dire pour le début de son tweet, le policier n'est pas un nazi. Mais la fin 🤮 ""National-socialisme donc socialisme"" il a rien compris lui, ça n'a rien à voir"
437,N,998228493329629184,"@Edith_TudorHart @PayeTaShnek L'islamophobe, c'est un raciste car il :       

  1⃣Détecte soigneusement toute présence de femmes voilées dans les médias
  2⃣Déclenche la polémique sur Twitter dès qu’une femme musulmane apparaît un peu trop dans les médias
  3⃣Agite la fachosphère en tweetant comme jamais"
438,N,998530738126557184,"@MadjidFalastine @karimattia @JLMelenchon @gerardcollomb S'agissant de Mélenchon je reste dubitatif. Je n'oublie pas qu'il a déclaré que d'après lui Zemmour n'était pas raciste et qu'il avait dédouaner la ministre Rossignol concernant ""les nègres qui étaient pour l'esclavage"". Donc... wait and see..."
439,N,998474366810804225,@GillianeJoe Ils m’en ont parlé. En principe ils n’aiment pas « le reste du monde » qui arrive en terrain conquis. Mais je n’ai pas ressenti de racisme ou d’hypocrisie. Après c’est mon expérience 🤷🏾‍♀️
440,N,998099890650611712,@Wombat_Knight @Pooopooopeedooo 😅 sois content que ce ne soit pas un wombat peluche hein ! Il a choisi un raton laveur alors tu t'en sors pas trop mal. Tu devrais me remercier même
441,N,998224645638836224,"#Premium #France 386 Reviews: Apple Iphone Rose 128go Smartphone  Débloqué Reconditionné. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/0FeRHXClDT] https://t.co/RpbybZWqK1"
442,N,998326609101967360,Sah être raciste a temps plein ça doit vraiment être fatiguant pour l’esprit wsh toute la journée tes haineux mdr c’est vraiment une malédictions
443,H,998515255960580096,"@Alexandre_Tira @PerdriauGael @saint_etienne_ @letudiant @Univ_St_Etienne @UniversiteLyon La qualité des écoles est une chose que tout le monde reconnaît cependant ce qui est de la vie à l’intérieur de la ville est tout autre chose. Ville morte à 18h, centre où prolifère la racaille et donc déplacements en périphérie des gens qui dépensent. Voilà #SaintEtienne"
444,N,998259254275596288,@JulienMaurizi Mafieux raciste tout dans la caricature et sinon les fachos dans  les virages à lyon on en parle....et tous les racistes partout sur le territoire français on en parle ou ils sont tous en corse🤫
445,N,998266939293229056,"@RegisCorbel @VPatriote facho je ne pense pas, le fascisme est de gauche ;) nationaliste oui!
raciste....je crois qu'il n'a aucun problème avec les autres races, il ne casserait pas la figure d'une personne d'une autre race que la sienne."
446,H,998365242165006336,@Mfpfc24 @Karkace @vinantikilaah Jte jure le mec il a cru c'etais un site porno la meuf zinc défoule toi t'es couille ailleurs viens pas faire l'homme derrière ton écran avec ta stupidité sale clochard
447,H,997851158537539585,@Cliyah75 Quel truc ? J’ai juste dit qu’elle est blanche tu viens me parler de racisme t complètement possédé va te fr soigner c pas psk un arabe t’a insulté que tu dois te sentir obligé de venir dns mes mentions pour le crier hein
448,H,998285798549094402,@morandiniblog Pourquoi c était différent de son temps..? Bah non c était même pire et elle ne se gênait pas pour s en foutre plein les poches.. sale frustrée elle n est bonne qu à critiquer les gens à part ça elle ne sait rien faire d autre... ah si ! Faire sa pute sur le plateau de tpmp 😂
449,H,997941582841204736,"Vraiment une sale race ces Lyonnais. Qu’il profite de jubiler quand leurs président crèvera la corruption sera terminer et Lyon redeviendra la petite tafiole de ce championnat. 
Que les verts l’OM et Paris écrasera #TeamOM https://t.co/eN8cTFEpa4"
450,N,997794236341813250,@paulpogba salut la star. Je suis le neveu de Franck Sale (le havre). J'aimerais trop te rencontrer avec lui . Je suis fan de toi. Tu ne pourrais faire quelque chose pour nous à clairefontaine par exemple? Un kiff pour nous. Allez Paul et allez les bleus!!!
451,,998440609093386240,"@4c05942ab5784b0 @hollandenul @Olivier_Timon @demontvalon1 Encore le méchant blanc amusant mais ceux qui commettent des attentats ne respectent pas les valeurs républicaines laïques,tuent tt ce qui n'est pas musulman ou arabe! qui veulent imposer leur religion mortifère obscurantisme génocidaire raciste c'est vs! https://t.co/bXKJ8oEK53"
452,H,11,"#UnGayMort c'est choquant, mais un homme ki en encule un autre sa l'est pas? ... reveillez vous bande de moutons"
453,,997961103547207680,@JHONRACHID Je te nique ta mere ton père et toutes ta famille de harki c’est bon comme ca ? tu parles derrière ton téléphone lache twitter. viens me voir juste toi et moi. maintenant on se donne rdv ou tu veux. ta sale tête de harki
454,N,997990603085541376,"@dumontaxel76 Bah alors #Bwana ? Toi pas comprendre ?
Il faut dire que le footix ayant un champs lexical fort limité, sa capacité à comprendre le monde l'est tout autant.
Les footix, cette sale race de beaufs 😚"
455,N,997800098301083648,"#Premium #France 386 Reviews: Apple Iphone Smartphone Débloqué Ecran Pouces Gris  Sidéral for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/MY7QmrKCUM] https://t.co/xFvMM6ba8u"
456,N,998108515838386176,On peut tout faire en France jusqu'à se balader tout nu sur les plage ou même dans les parcs ça ne dérange personne perso chacun fait ce qu'il veut. Mais si par malheur tu décides de d'engager syndicalement avec un voile alors là c'est très grave. Que certains revoient leur ... https://t.co/Mbu0ThjTJI
457,H,997927292327391232,"@NabilFekir Quelle petite pute, va te faire enculer sale bâtard, toujours par terre comme une merde, je t'encule petite merde @OL @TeamOM_Officiel"
458,N,998527219755560960,"Le plus triste, c’est qu’en faisant ce sale boulot de complaisance, ils laissent croire aux islamistes qu’ils peuvent atteindre leur objectif génocidaire, et augmentent les souffrances des « palestiniens ».

Criminel, absurde, et vain.

Les medias ont du sang sur les mains. https://t.co/MU6AYElp0B"
459,N,998165137461739520,"""Français de m… de"", ""négros"", ""sale arabe"" : le bus transportant les footballeurs du HAC pris à partie par des supporters corses https://t.co/9Lkqf0A2aU via @franceinfo"
460,N,997851739142459392,"Va falloir que je renouvelle ma TL. Entre ceux qui se battent pour savoir si c’est cristalline ou evian la meilleure eau, ceux qui ne parlent que de sujets se terminant en -isme (feminisme, racisme..) et ceux qui s’embrouillent pr savoir si Naruto fume Goku.. j’en peux plus frère"
461,N,998270115916537856,"@imedmagroune2 @WendyFougere Ton message passerait aussi bien en floutant son nom. 
Sa fonction informe que le racisme fait fi de la classe sociale y compris ""savantes"".
Comme à l'époque de l'empire arabo-musulman ou dans les villes dites ""Lumières"", le recours aux esclaves noirs était signe de prestige."
462,N,998202161908670464,"#Premium #France 386 Reviews: Apple Iphone Smartphone Débloqué Ecran Pouces  Rose for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/Nr8gGLYbBv] https://t.co/JB3uVlLZ4o"
463,N,998240229613096960,@yamasou_y C’est difficile pour certains de reconnaître le racisme des nôtres quand on en subit tellement nous mêmes 😓 Pardonne nous ❤️ Et bon ramadan 🙏🏽
464,N,997805871999651840,"DÉGUEULASSE !

""Français de m…de"", ""négros"", ""sale arabe"" : le bus transportant les footballeurs du HAC pris à partie par des supporters corses  https://t.co/ua9CdHgcCD"
465,N,998469801587724290,"@SSSSSELWYN_RPG *Il ne réplique rien à ce que tu dis, se contentant de s'allonger sur le lit pour fixer le plafond qui était également dans un sale état. À croire que la cabane pourrait s'effondrer à n'importe quel moment..* Tu voudrais pas remettre ton t-shirt au lieu de continuer à -"
